ID_author,Title,Authors,Part_of,Year,Zitiert_von
73,Multi-Source Log Parsing With Pre-Trained Domain Classifier,"Y Liu, S Tao, W Meng, J Wang, H Yang, Y Jiang",IEEE Transactions on Network and Service Management,2023,
73,HW-TSC’s Neural Machine Translation System for CCMT 2023,"Z Wu, Z Yu, Z Li, D Wei, Y Xie, X Chen, H Shang, J Guo, Z Rao, S Li, ...","China Conference on Machine Translation, 13-27",2023,
73,CB-Whisper: Contextual Biasing Whisper using TTS-based Keyword Spotting,"Y Li, Y Li, M Zhang, C Su, M Piao, X Qiao, J Yu, M Ma, Y Zhao, H Yang",arXiv preprint arXiv:2309.09552,2023,
73,KG-IQES: An Interpretable Quality Estimation System for Machine Translation Based on Knowledge Graph,"J Zhu, M Zhang, H Yang, S Peng, Z Wu, Y Jiang, X Qiu, W Pan, M Zhu, ...","Proceedings of Machine Translation Summit XIX, Vol. 2: Users Track, 162-170",2023,
73,Leveraging Multilingual Knowledge Graph to Boost Domain-specific Entity Translation of ChatGPT,"M Zhang, L Liu, Z Yanqing, X Qiao, S Chang, X Zhao, J Zhu, M Zhu, ...","Proceedings of Machine Translation Summit XIX, Vol. 2: Users Track, 77-87",2023,
73,"Translate Meanings, Not Just Words: IdiomKB's Role in Optimizing Idiomatic Translation with Language Models","S Li, J Chen, S Yuan, X Wu, H Yang, S Tao, Y Xiao",arXiv preprint arXiv:2308.13961,2023,
73,Twin Graph Attention Network with Evolution Pattern Learner for Few-Shot Temporal Knowledge Graph Completion,"Y Liang, S Zhao, B Cheng, H Yang","International Conference on Knowledge Science, Engineering and Management …",2023,
73,[TACL] Collective Human Opinions in Semantic Textual Similarity,"W Yuxia, S Tao, N Xie, H Yang, K Verspoor, T Baldwin",The 61st Annual Meeting Of The Association For Computational Linguistics,2023,
73,Lexical Translation Inconsistency-Aware Document-Level Translation Repair,"Z Zhang, J Li, S Tao, H Yang","Findings of the Association for Computational Linguistics: ACL 2023, 12492-12505",2023,
73,DA-Parser: A Pre-trained Domain-aware Parsing Framework for Heterogeneous Log Analysis,"S Tao, Y Liu, W Meng, J Wang, Y Zhao, C Su, W Tian, M Zhang, H Yang, ...","2023 IEEE 47th Annual Computers, Software, and Applications Conference …",2023,
73,Knowledge-Prompted Estimator: A Novel Approach to Explainable Machine Translation Assessment,"H Yang, M Zhang, S Tao, M Wang, D Wei, Y Jiang",arXiv preprint arXiv:2306.07486,2023,
73,DSEA-KoBE: Quality Estimation Based on Distantly Supervised Entity Alignment,"M Zhu, M Zhang, J Zhu, Y Zhao, Z Wu, H Yang, S Peng, S Tao",,2023,
73,CCMT 2022 Translation Quality Estimation Task,"M Wang, M Zhang, X Qiao","Machine Translation: 18th China Conference, CCMT 2022, Lhasa, China, August …",2022,
73,Target-Side Language Model for Reference-Free Machine Translation Evaluation,"Y Li, C Su, M Wang, J Guo, Y Liu, Y Qin","Machine Translation: 18th China Conference, CCMT 2022, Lhasa, China, August …",2022,
73,Multi-strategy Enhanced Neural Machine Translation for Chinese Minority Languages,"H Shang, J Yang, Z Yu, Z Rao, S Li, L Lei, S Peng, H Yang, Y Qin","Machine Translation: 18th China Conference, CCMT 2022, Lhasa, China, August …",2022,
73,HW-TSC’s Submission for the WMT22 Efficiency Task,"H Shang, T Hu, D Wei, Z Li, X Yu, J Feng, T Zhu, L Lei, S Tao, H Yang, ...","Proceedings of the Seventh Conference on Machine Translation (WMT), 677-681",2022,
73,HW-TSC Translation Systems for the WMT22 Chat Translation Task,"J Yang, Z Li, D Wei, H Shang, X Chen, Z Yu, Z Rao, S Li, Z Wu, Y Xie, ...","Proceedings of the Seventh Conference on Machine Translation (WMT), 962-968",2022,
73,Incorporating Multilingual Knowledge Distillation into Machine Translation Evaluation,"Y Li, C Su, M Wang, J Guo, Y Liu, Y Qin",Knowledge Graph and Semantic Computing: Knowledge Graph Empowers the Digital …,2022,
73,DASS: a Domain Augment Supervised SimCSE framework for sentence presentation,"H Yang, M Wang, S Tao, M Ma, Y Qin, J Guo",2022 International Conference on Intelligent Systems and Computational …,2022,
73,HwTscSU’s Submissions on WAT 2022 Shared Task,"Y Liu, Z Zhang, S Tao, J Li, H Yang","Proceedings of the 9th Workshop on Asian Translation, 59-63",2022,
73,Augmented Topic-Specific Summarization for Domain Dialogue Text,"Z Rao, D Wei, Z Li, H Shang, J Yang, Z Yu, S Li, Z Wu, L Lei, H Yang, ...",CCF International Conference on Natural Language Processing and Chinese …,2022,
73,A Search-Enhanced Path Mining and Ranking Method for Cross-lingual Knowledge Base Question Answering,"Z Wu, M Zhu, M Zhang, S Peng, W Zhang, T Zhu, J Zhu, P Li, H Yang, ...","China Conference on Knowledge Graph and Semantic Computing, 30-38",2022,
73,Cascaded Solution for Multi-domain Conditional Question Answering with Multiple-Span Answers,"J Zhu, M Zhang, S Peng, H Yang, Y Qin, W Zhang, H Han, M Ma","China Conference on Knowledge Graph and Semantic Computing, 47-56",2022,
73,PEACook: Post-editing Advancement Cookbook,"S Tao, J Guo, Y Zhao, M Zhang, D Wei, M Wang, H Yang, M Ma, Y Qin","China Conference on Machine Translation, 1-11",2022,
73,CCMT 2022 Translation Quality Estimation Task,"C Su, M Ma, H Yang, S Tao, J Guo, M Wang, M Zhang, X Qiao","China Conference on Machine Translation, 127-134",2022,
73,HW-TSC at SemEval-2022 Task 7: Ensemble Model Based on Pretrained Models for Identifying Plausible Clarifications,"X Qiao, Y Li, M Zhang, M Wang, H Yang, S Tao, Q Ying",Proceedings of the 16th International Workshop on Semantic Evaluation …,2022,
73,TeacherSim: Crosslingual machine translation evaluation with monolingual embedding as teacher,"H Yang, M Zhang, S Tao, M Ma, Y Qin, C Su","The 2nd International Conference on Electrical, Computer, Communications and …",2022,
73,Joint-training on Symbiosis Networks for Deep Nueral Machine Translation models,"Z Yu, J Guo, M Wang, D Wei, H Shang, Z Li, Z Wu, Y Wang, Y Chen, C Su, ...",arXiv preprint arXiv:2112.11642,2021,
73,Incorporating Complete Syntactical Knowledge for Spoken Language Understanding,"M Zhang, Y Wang, H Yang",Knowledge Graph and Semantic Computing: Knowledge Graph Empowers New …,2021,
73,DVKCM: Knowledge-guided Conversation Generation with Dynamic Vocabulary,"X Wang, S Zhao, B Cheng, J Han, X Wei, Y Liang, H Yang","2020 International Joint Conference on Neural Networks (IJCNN), 1-8",2020,
73,NMT Enhancement based on Knowledge Graph Mining with Pre-trained Language Model,"H Yang, Y Qin, Y Deng, M Wang",2020 22nd International Conference on Advanced Communication Technology …,2020,
73,HGMAN: Multi-Hop and Multi-Answer Question Answering Based on Heterogeneous Knowledge Graph,"X Wang, S Zhao, B Cheng, J Han, Y Li, H Yang, G Nan",AAAI 2020,2020,
73,A statistical service composition approach based on Hidden Hierarchy Markov Model,"H Yang, H Xu, Y Zhang",2009 11th International Conference on Advanced Communication Technology 1 …,2009,
73,SeCoGIS 2007--International Workshop on Semantic and Conceptual Issues in Geographic Information Systems-Moving Objects-Dynamically Traveling Web Service Clustering Based on …,"Y Hao, C Junliang, M Xiangwu, Q Bingyu","Lecture Notes in Computer Science 4802, 348-357",2007,
73,Fedteacher: A Semi-Supervised Federated Learning Framework on Semantic Parsing,"H Wang, H Sun, J Wang, Q Qi, T Xu, H Yang, J Liao",Available at SSRN 4330825,,
73,HW-TSC Submission for CCMT 2022 Translation Quality Estimation Task,"C Su, M Ma, H Yang, S Tao, J Guo, M Wang, M Zhang, X Qiao",,,
73,Partial Could Be Better Than Whole. HW-TSC 2022 Submission for the Metrics Shared Task,"Y Liu, X Qiao, Z Wu, C Su, M Zhang, Y Zhao, S Peng, S Tao, H Yang, ...",,,
74,Structured pruning of large language models,"Z Wang, J Wohlwend, T Lei",arXiv preprint arXiv:1910.04732,2019,194
74,Antibody complementarity determining region design using high-capacity machine learning,"G Liu, H Zeng, J Mueller, B Carter, Z Wang, J Schilz, G Horny, ...","Bioinformatics 36 (7), 2126-2133",2020,139
74,Sparsert: Accelerating unstructured sparsity on gpus for deep learning inference,Z Wang,Proceedings of the ACM international conference on parallel architectures …,2020,52
74,A sparse iteration space transformation framework for sparse tensor algebra,"R Senanayake, C Hong, Z Wang, A Wilson, S Chou, S Kamil, ...","Proceedings of the ACM on Programming Languages 4 (OOPSLA), 1-30",2020,48
74,SparseDNN: Fast Sparse Deep Learning Inference on CPUs,Z Wang,arXiv preprint arXiv:2101.07948,2021,11
74,Compiling halide programs to push-memory accelerators,"Q Liu, D Huff, J Setter, M Strange, K Feng, K Sreedhar, Z Wang, K Zhang, ...",arXiv preprint arXiv:2105.12858,2021,4
74,Accelerated CNN training through gradient approximation,"Z Wang, SH Nelaturu, S Amarasinghe",2019 2nd Workshop on Energy Efficient Machine Learning and Cognitive …,2019,4
74,Antibody complementarity determining region design using high-capacity machine learning. bioRxiv,"G Liu, H Zeng, J Mueller, B Carter, Z Wang, J Schilz, G Horny, ...",,2019,4
74,A unified iteration space transformation framework for sparse and dense tensor algebra,"R Senanayake, F Kjolstad, C Hong, S Kamil, S Amarasinghe",arXiv preprint arXiv:2001.00532,2019,2
74,Disentangled representations of cellular identity,"Z Wang, GHT Yeo, R Sherwood, D Gifford",Research in Computational Molecular Biology: 23rd Annual International …,2019,2
74,Automatic optimization of sparse tensor algebra programs,Z Wang,Massachusetts Institute of Technology,2020,1
74,A Model for Query Execution Over Heterogeneous Instances,"Z Wang, E Adamiak, A Aiken",,,
75,Structured Pruning of Large Language Models,"Z Wang, J Wohlwend, T Lei",arXiv preprint arXiv:1910.04732,2019,194
75,Iterative refinement graph neural network for antibody sequence-structure co-design,"W Jin, J Wohlwend, R Barzilay, T Jaakkola",arXiv preprint arXiv:2110.04624,2021,96
75,Sybil: A validated deep learning model to predict future lung cancer risk from a single low-dose chest computed tomography,"PG Mikhael, J Wohlwend, A Yala, L Karstens, J Xiang, AK Takigami, ...","Journal of Clinical Oncology 41 (12), 2191-2200",2023,64
75,ASAPP-ASR: Multistream CNN and Self-Attentive SRU for SOTA Speech Recognition,"J Pan, J Shapiro, J Wohlwend, KJ Han, T Lei, T Ma",arXiv preprint arXiv:2005.10469,2020,32
75,Feasibility of 3D reconstruction of neural morphology using expansion microscopy and barcode-guided agglomeration,"YG Yoon, P Dai, J Wohlwend, JB Chang, AH Marblestone, ES Boyden","Frontiers in computational neuroscience 11, 97",2017,25
75,Autoregressive Knowledge Distillation through Imitation Learning,"A Lin, J Wohlwend, H Chen, T Lei",arXiv preprint arXiv:2009.07253,2020,20
75,Elliptic curve cryptography: Pre and post quantum,J Wohlwend,Technical report,2016,18
75,Processing communications using a prototype classifier,JEA Wohlwend,"US Patent 10,747,957",2020,14
75,Annotating metabolite mass spectra with domain-inspired chemical formula transformers,"S Goldman, J Wohlwend, M Stražar, G Haroush, RJ Xavier, CW Coley","Nature Machine Intelligence 5 (9), 965-979",2023,13
75,Metric Learning for Dynamic Text Classification,"J Wohlwend, ER Elenberg, S Altschul, S Henry, T Lei",arXiv preprint arXiv:1911.01026,2019,12
75,Building a Production Model for Retrieval-Based Chatbots,"K Swanson, L Yu, C Fox, J Wohlwend, T Lei",arXiv preprint arXiv:1906.03209,2019,11
75,Artificial intelligence and machine learning in lung cancer screening,"SJ Adams, P Mikhael, J Wohlwend, R Barzilay, LV Sequist, FJ Fintelmann","Thoracic Surgery Clinics 33 (4), 401-409",2023,6
75,Flambé: A Customizable Framework for Machine Learning Experiments,"J Wohlwend, N Matthews, I Itzcovich",Proceedings of the 57th Annual Meeting of the Association for Computational …,2019,2
75,Body-form and body-pose recognition with a hierarchical model of the ventral stream,"H Kim, J Wohlwend, JZ Leibo, T Poggio",,2013,2
75,Intent discovery with a prototype classifier,"JEA Wohlwend, ER Elenberg, SA Altschul, M Griffiths","US Patent 11,551,004",2023,
75,Improving influenza A vaccine strain selection through deep evolutionary models,"W Shi, J Wohlwend, M Wu, R Barzilay","bioRxiv, 2023.11. 14.567037",2023,
75,Enabling scalable multicolor connectomics through expansion microscopy,J Wohlwend,Massachusetts Institute of Technology,2017,
76,Rationalizing Neural Predictions,"T Lei, R Barzilay, T Jaakkola",EMNLP,2016,892
76,Style Transfer from Non-parallel Text by Cross-alignment,"T Shen, T Lei, R Barzilay, T Jaakkola","NeurIPS, 6830-6841",2017,836
76,Simple Recurrent Units for Highly Parallelizable Recurrence,"T Lei, Y Zhang, SI Wang, H Dai, Y Artzi",EMNLP,2018,488
76,Structured Pruning of Large Language Models,"Z Wang, J Wohlwend, T Lei",EMNLP,2020,194
76,"Molding CNNs for Text: Non-linear, Non-consecutive Convolutions","T Lei, R Barzilay, T Jaakkola",EMNLP,2015,164
76,Deriving Neural Architectures from Sequence and Graph Kernels,"T Lei, W Jin, R Barzilay, T Jaakkola",ICML,2017,148
76,Low-Rank Tensors for Scoring Dependency Structures,"T Lei, Y Xin, Y Zhang, R Barzilay, T Jaakkola",ACL,2014,125
76,Semi-supervised Question Retrieval with Gated Convolutions,"T Lei, H Joshi, R Barzilay, T Jaakkola, K Tymoshenko, A Moschitti, ...",NAACL,2016,120
76,Mixture-of-experts with expert choice routing,"Y Zhou, T Lei, H Liu, N Du, Y Huang, V Zhao, A Dai, Z Chen, Q Le, ...",NeurIPS,2022,107
76,Learning High-level Planning from Text,"SRK Branavan, N Kushman, T Lei, R Barzilay",ACL,2012,85
76,Training language models with memory augmentation,"Z Zhong, T Lei, D Chen",EMNLP,2022,81
76,Adversarial Domain Adaptation for Duplicate Question Detection,"DJ Shah, T Lei, A Moschitti, S Romeo, P Nakov",EMNLP,2018,81
76,From Natural Language Specifications to Program Input Parsers,"T Lei, F Long, R Barzilay, M Rinard","ACL, 1294-1303",2013,80
76,Maintaining quality of customer support messages,"JE Hackman, S Henry, AN Hampton, T Lei","US Patent 10,489,792",2019,71
76,Greed is Good if Randomized: New Inference for Dependency Parsing,"Y Zhang, T Lei, R Barzilay, T Jaakkola","EMNLP, 1013-1024",2014,59
76,When Attention Meets Fast Recurrence: Training Language Models with Reduced Compute,T Lei,EMNLP,2021,52
76,On Optimization of Expertise Matching with Various Constraints,"W Tang, J Tang, T Lei, C Tan, B Gao, T Li","Neurocomputing 76 (1), 71-83",2012,51
76,High-order Low-rank Tensors for Semantic Role Labeling,"T Lei, Y Zhang, L Màrquez, A Moschitti, R Barzilay",NAACL,2015,46
76,Exploring Compositional Architectures and Word Vector Representations for Prepositional Phrase Attachment,"Y Belinkov, T Lei, R Barzilay, A Globerson","TACL 2, 561-572",2014,41
76,SLS at SemEval-2016 Task 3: Neural-based Approaches for Ranking in Community Question Answering,"M Mohtarami, Y Belinkov, WN Hsu, Y Zhang, T Lei, K Bar, S Cyphers, ...","SemEval, 828-835",2016,40
76,Colt5: Faster long-range transformers with conditional computation,"J Ainslie, T Lei, M de Jong, S Ontañón, S Brahma, Y Zemlyanskiy, ...",arXiv preprint arXiv:2303.09752,2023,37
76,Rationalizing Text Matching: Learning Sparse Alignments via Optimal Transport,"K Swanson, L Yu, T Lei",ACL 2020,2020,36
76,ASAPP-ASR: Multistream CNN and Self-Attentive SRU for SOTA Speech Recognition,"J Pan, J Shapiro, J Wohlwend, KJ Han, T Lei, T Ma",INTERSPEECH 2020,2020,32
76,Steps to Excellence: Simple Inference with Refined Scoring of Dependency Trees,"Y Zhang, T Lei, R Barzilay, T Jaakkola, A Globerson",ACL,2014,32
76,A Pattern Tree-based Approach to Learning URL Normalization Rules,"T Lei, R Cai, JM Yang, Y Ke, X Fan, L Zhang","WWW, 611-620",2010,31
76,Fast neural network implementations by increasing parallelism of cell computations,T Lei,"US Patent 11,106,975",2021,30
76,Processing an incomplete message with a neural network to generate suggested messages,"LL Jiang, T Lei, S Henry","US Patent 11,216,510",2022,21
76,Autoregressive Knowledge Distillation through Imitation Learning,"A Lin, J Wohlwend, H Chen, T Lei",EMNLP,2020,20
76,Interpretable Neural Models for Natural Language Processing,T Lei,Massachusetts Institute of Technology,2017,20
76,Interactive Classification by Asking Informative Questions,"L Yu, H Chen, S Wang, T Lei, Y Artzi",ACL,2020,17
76,Metric learning for dynamic text classification,"J Wohlwend, ER Elenberg, S Altschul, S Henry, T Lei",arXiv preprint arXiv:1911.01026,2019,12
76,Learning to Refine Text based Recommendations,"Y Gu, T Lei, R Barzilay, T Jaakkola",EMNLP 2016,2016,12
76,SRU++: Pioneering fast recurrence with attention for speech recognition,"J Pan, T Lei, K Kim, KJ Han, S Watanabe","ICASSP 2022-2022 IEEE International Conference on Acoustics, Speech and …",2022,11
76,Building a production model for retrieval-based chatbots,"K Swanson, L Yu, C Fox, J Wohlwend, T Lei",arXiv preprint arXiv:1906.03209,2019,11
76,Clarification of natural language requests using neural networks,"L Yu, T Lei, H Chen, S Wang","US Patent 11,610,064",2023,10
76,Multi-vector retrieval as sparse alignment,"Y Qian, J Lee, SMK Duddu, Z Dai, S Brahma, I Naim, T Lei, VY Zhao",arXiv preprint arXiv:2211.01267,2022,9
76,Conditional adapters: Parameter-efficient transfer learning with fast inference,"T Lei, J Bai, S Brahma, J Ainslie, K Lee, Y Zhou, N Du, V Zhao, Y Wu, B Li, ...",Advances in Neural Information Processing Systems 36,2024,6
76,Rethinking the role of token retrieval in multi-vector retrieval,"J Lee, Z Dai, SMK Duddu, T Lei, I Naim, MW Chang, V Zhao",Advances in Neural Information Processing Systems 36,2024,6
76,Customized message suggestion with user embedding vectors,"KT Ball, T Lei, CD Fox, JE Hackman","US Patent 11,425,064",2022,6
76,Nutri-bullets: Summarizing health studies by composing segments,"DJ Shah, L Yu, T Lei, R Barzilay","Proceedings of the AAAI Conference on Artificial Intelligence 35 (15), 13780 …",2021,6
76,Nutri-bullets hybrid: Consensual multi-document summarization,"D Shah, L Yu, T Lei, R Barzilay",Association for Computational Linguistics (ACL),2021,6
76,Learning to skip for language modeling,"D Zeng, N Du, T Wang, Y Xu, T Lei, Z Chen, C Cui",arXiv preprint arXiv:2311.15436,2023,4
76,Nutribullets hybrid: Multi-document health summarization,"DJ Shah, L Yu, T Lei, R Barzilay",arXiv preprint arXiv:2104.03465,2021,4
76,Maintaining machine language model state across communications channels,"CD Fox, T Lei, JE Hackman","US Patent 11,373,044",2022,3
76,File matching with rationale alignment using neural networks and an optimal transport algorithm,"K Swanson, L Yu, T Lei","US Patent 11,238,278",2022,3
76,Simple Recurrence Improves Masked Language Models,"T Lei, R Tian, J Bastings, AP Parikh",arXiv preprint arXiv:2205.11588,2022,2
76,"Making Dependency Labeling Simple, Fast and Accurate","T Shen, T Lei, R Barzilay",NAACL,2016,2
76,Fast neural network implementations by increasing parallelism of cell computations,T Lei,"US Patent 11,763,149",2023,1
76,"MM1: Methods, Analysis & Insights from Multimodal LLM Pre-training","B McKinzie, Z Gan, JP Fauconnier, S Dodge, B Zhang, P Dufter, D Shah, ...",arXiv preprint arXiv:2403.09611,2024,
76,Generating conversation descriptions using neural networks,"K Yang, H Chen, T Lei, S Henry","US Patent 11,880,666",2024,
76,Natural language processing for information extraction,"JE Hackman, CD Fox, JD Weese, SRK Branavan, T Lei","US Patent App. 18/104,915",2023,
76,Modifying text according to a specified attribute,"JM Eisenschlos, T Lei","US Patent 11,610,061",2023,
76,Initialization of automated workflows,"JE Hackman, CD Fox, JD Weese, SRK Branavan, T Lei","US Patent 11,588,760",2023,
76,Automated communications over multiple channels,"MS Morgan, FWP Heckel, P Sawant, A Brochard, CD Fox, T Lei, ...","US Patent 11,588,759",2023,
76,Customized message suggestion with user embedding vectors,"KT Ball, T Lei, CD Fox, JE Hackman","US Patent App. 17/856,752",2022,
76,Style transfer from non-parallel text by cross-alignment,"T Jaakkola, R Barzilay, T Lei, T Shen",,2017,
77,Training compute-optimal large language models,"J Hoffmann, S Borgeaud, A Mensch, E Buchatskaya, T Cai, E Rutherford, ...",arXiv preprint arXiv:2203.15556,2022,1178
77,"Scaling language models: Methods, analysis & insights from training gopher","JW Rae, S Borgeaud, T Cai, K Millican, J Hoffmann, F Song, J Aslanides, ...",arXiv preprint arXiv:2112.11446,2021,843
77,Infograph: Unsupervised and semi-supervised graph-level representation learning via mutual information maximization,"FY Sun, J Hoffmann, V Verma, J Tang",arXiv preprint arXiv:1908.01000,2019,829
77,Improving language models by retrieving from trillions of tokens,"S Borgeaud, A Mensch, J Hoffmann, T Cai, E Rutherford, K Millican, ...","International conference on machine learning, 2206-2240",2022,612
77,Recurrent independent mechanisms,"A Goyal, A Lamb, J Hoffmann, S Sodhani, S Levine, Y Bengio, ...",arXiv preprint arXiv:1909.10893,2019,315
77,Reconnaissance of the HR 8799 exosolar system. II. Astrometry and orbital motion,"L Pueyo, R Soummer, J Hoffmann, R Oppenheimer, JR Graham, ...","The Astrophysical Journal 803 (1), 31",2015,117
77,vgraph: A generative model for joint community detection and node representation learning,"FY Sun, M Qu, J Hoffmann, CW Huang, J Tang",Advances in Neural Information Processing Systems 32,2019,96
77,Unified scaling laws for routed language models,"A Clark, D de Las Casas, A Guy, A Mensch, M Paganini, J Hoffmann, ...","International conference on machine learning, 4057-4086",2022,81
77,Machine learning in a data-limited regime: Augmenting experiments with synthetic data uncovers order in crumpled sheets,"J Hoffmann, Y Bar-Sinai, LM Lee, J Andrejevic, S Mishra, SM Rubinstein, ...","Science advances 5 (4), eaau6792",2019,67
77,Data-driven approach to encoding and decoding 3-d crystal structures,"J Hoffmann, L Maestrati, Y Sawada, J Tang, JM Sellier, Y Bengio",arXiv preprint arXiv:1909.00949,2019,66
77,"Ion correlations in nanofluidic channels: Effects of ion size, valence, and concentration on voltage-and pressure-driven currents","J Hoffmann, D Gillespie","Langmuir 29 (4), 1303-1317",2013,55
77,An empirical analysis of compute-optimal large language model training,"J Hoffmann, S Borgeaud, A Mensch, E Buchatskaya, T Cai, E Rutherford, ...","Advances in Neural Information Processing Systems 35, 30016-30030",2022,52
77,A simple developmental model recapitulates complex insect wing venation patterns,"J Hoffmann, S Donoughe, K Li, MK Salcedo, CH Rycroft","Proceedings of the National Academy of Sciences 115 (40), 9905-9910",2018,42
77,A systematic investigation of commonsense knowledge in large language models,"XL Li, A Kuncoro, J Hoffmann, CM d'Autume, P Blunsom, A Nematzadeh",arXiv preprint arXiv:2111.00607,2021,34
77,"Computational analysis of size, shape and structure of insect wings","MK Salcedo, J Hoffmann, S Donoughe, L Mahadevan","Biology Open 8 (10), bio040774",2019,32
77,The role of negative selection in protein evolution revealed through the energetics of the native state ensemble,"J Hoffmann, JO Wrabl, VJ Hilser","Proteins: Structure, Function, and Bioinformatics 84 (4), 435-447",2016,20
77,Nuclear speed and cycle length co-vary with local density during syncytial blastoderm formation in a cricket,"S Donoughe, J Hoffmann, T Nakamura, CH Rycroft, CG Extavour","Nature communications 13 (1), 3889",2022,17
77,Training compute-optimal large language models. arXiv,"J Hoffmann, S Borgeaud, A Mensch, E Buchatskaya, T Cai, E Rutherford, ...",arXiv preprint arXiv:2203.15556,2022,16
77,Training compute-optimal large language models. arXiv 2022,"J Hoffmann, S Borgeaud, A Mensch, E Buchatskaya, T Cai, E Rutherford, ...",arXiv preprint arXiv:2203.15556 10,2022,14
77,"Scaling language models: Methods, analysis & insights from training gopher. arXiv","JW Rae, S Borgeaud, T Cai, K Millican, J Hoffmann, F Song, J Aslanides, ...",Preprint posted online on December 1,2021,13
77,Training Compute-Optimal Large Language Models.(2022),"J Hoffmann, S Borgeaud, A Mensch, E Buchatskaya, T Cai, E Rutherford, ...",arXiv preprint arXiv:2203.15556,2022,10
77,Algebranets,"J Hoffmann, S Schmitt, S Osindero, K Simonyan, E Elsen",arXiv preprint arXiv:2006.07360,2020,8
77,High contrast imaging with an arbitrary aperture: active correction of aperture discontinuities: fundamental limits and practical trade-offs,"L Pueyo, C Norman, R Soummer, M Perrin, M N'Diaye, É Choquet, ...","Space Telescopes and Instrumentation 2014: Optical, Infrared, and Millimeter …",2014,8
77,Training compute-optimal large language models,"H Jordan, B Sebastian, M Arthur, B Elena, C Trevor, R Eliza, HL Anne, ...",CoRR,2022,4
77,Improving language models by retrieving from trillions of tokens,"B Sebastian, M Arthur, H Jordan, C Trevor, R Eliza, M Katie, ...",Proceedings of the 39th International Conference on Machine Learning (PMLR),2022,4
77,"Diego de Las Casas, Lisa Anne Hendricks, Johannes Welbl, Aidan Clark, et al. 2022a. Training compute-optimal large language models","J Hoffmann, S Borgeaud, A Mensch, E Buchatskaya, T Cai, E Rutherford",arXiv preprint arXiv:2203.15556,2022,3
77,Training compute-optimal large language models. arXiv. doi: 10.48550,"J Hoffmann, S Borgeaud, A Mensch, E Buchatskaya, T Cai, E Rutherford, ...",arXiv preprint arXiv.2203.15556,2022,3
77,"Diego de Las Casas, et al.“Training Compute-Optimal Large Language Models.” arXiv","J Hoffmann, S Borgeaud, A Mensch, E Buchatskaya, T Cai, E Rutherford",arXiv preprint arXiv:2203.15556,2022,3
77,A Systematic Investigation of Commonsense Understanding in Large Language Models,"XL Li, A Kuncoro, J Hoffmann, CM d'Autume, P Blunsom, A Nematzadeh",arXiv preprint arXiv:2111.00607,2021,3
77,"Recurrent Independent Mechanisms. arXiv e-prints, art","A Goyal, A Lamb, J Hoffmann, S Sodhani, S Levine, Y Bengio, ...",arXiv preprint arXiv:1909.10893,2019,3
77,Shelf space devoted to nutritious foods correlates with BMI,"M Norman, J Hoffmann, LJ Cheskin","American Journal of Food and Nutrition 2 (2), 18-22",2014,3
77,"Jovana Andrejevic, Shruti Mishra, Shmuel M Rubinstein, and Chris H Rycroft","J Hoffmann, Y Bar-Sinai, LM Lee",Machine learning in a data-limited regime: Augmenting experiments with …,,3
77,"and Geoffrey Irving. 2021. Scaling language models: Methods, analysis & insights from training gopher","JW Rae, S Borgeaud, T Cai, K Millican, J Hoffmann, F Song, J Aslanides, ...",arXiv preprint arXiv:2112.11446,,3
77,"Diego de Las Casas, et al. 2022.“Training Compute-Optimal Large Language Models.” arXiv","J Hoffmann, S Borgeaud, A Mensch, E Buchatskaya, T Cai, E Rutherford",,,3
77,Training Compute-Optimal Large Language Models. doi: 10.48550,J Hoffmann,arXiv preprint ARXIV.2203.15556,2022,2
77,Training Compute-Optimal Large Language Models. 10.48550,"J Hoffmann, S Borgeaud, A Mensch, E Buchatskaya, T Cai, E Rutherford, ...",arXiv preprint ARXIV.2203.15556,2022,2
77,Jordan Hoffmann†. 2022,"S Borgeaud, A Mensch",Improving language models by retrieving from trillions of tokens. arXiv,2022,2
77,"Diego de Las Casas, et al.“Training Compute-Optimal Large Language Models,” 2022","J Hoffmann, S Borgeaud, A Mensch, E Buchatskaya, T Cai, E Rutherford",,,2
77,Experimental Characterization of “Metamorphic” Proteins Predicted from an Ensemble-Based Thermodynamic Description,"JO Wrabl, M Russo, J Hoffmann, K Sheetz, A Munoz, VJ Hilser","Biophysical Journal 116 (3), 59a-60a",2019,1
77,The role of negative selection in protein evolution revealed through the energetics of the native sate ensemble,"J Hoffmann, JO Wrabl, VJ Hilser","Proteins: Structure, Function, and Bioinformatics 86 (12), 1313-1313",2018,1
77,"Size, shape and structure of insect wings","MK Salcedo, J Hoffmann, S Donoughe, L Mahadevan","BioRxiv, 478768",2018,1
77,Towards the design of metamorphic proteins using ensemble-based energetic information,"J Hoffmann, JO Wrabl, VJ Hilser","Biophysical Journal 104 (2), 564a",2013,1
77,Inflection-2,InflectionAI,https://inflection.ai/inflection-2,2023,
77,Allocating computing resources between model size and training data during training of a machine learning model,"J Hoffmann, SBD Avocat, L Sifre, A Mensch","US Patent App. 18/127,551",2023,
77,Policy composition in reinforcement learning via multi-objective policy optimization,"S Mishra, A Anand, J Hoffmann, N Heess, M Riedmiller, A Abdolmaleki, ...",arXiv preprint arXiv:2308.15470,2023,
77,Inflection-1,InflectionAI,https://inflection.ai/assets/Inflection-1.pdf,2023,
77,Large scale retrieval for sequence generation,"SBD Avocat, L Sifre, A Mensch, J Hoffmann","US Patent App. 18/076,984",2023,
