ID_paper,Title,Subtitle,Authors,Year,Publisher,Referenced,Versions
535,An approach based on phonemes to large vocabulary Chinese sign language recognition,Proceedings of Fifth IEEE …,"C Wang, W Gao, S Shan",2002,ieeexplore.ieee.org,164,4
536,Learning to Decode Collaboratively with Multiple Language Models,arXiv preprint arXiv …,"SZ Shen, H Lang, B Wang, Y Kim, D Sontag",2024,arxiv.org,0,1
537,Evaluation of dataset selection for pre-training and fine-tuning transformer language models for clinical question answering,Proceedings of the Twelfth Language …,"S Soni, K Roberts",2020,aclanthology.org,45,4
538,A language modeling framework for resource selection and results merging,Proceedings of the eleventh international …,"L Si, R Jin, J Callan, P Ogilvie",2002,dl.acm.org,200,11
539,Unsupervised text style transfer using language models as discriminators,Advances in Neural …,"Z Yang, Z Hu, C Dyer, EP Xing…",2018,proceedings.neurips.cc,291,10
540,[PDF] Using Large Language Models for Identifying Satirical News in Brazilian Portuguese,Proceedings of the …,G Wick,2024,aclanthology.org,0,1
541,[PDF] Immediate-head parsing for language models,Proceedings of the 39th annual meeting of the …,E Charniak,2001,aclanthology.org,436,15
542,[HTML] Using protein language models for protein interaction hot spot prediction with limited data,BMC Bioinformatics,"K Sargsyan, C Lim",2024,bmcbioinformatics.biomedcentral …,0,1
543,Offline recognition of unconstrained handwritten texts using HMMs and statistical language models,IEEE transactions on Pattern …,"H Bunke, S Bengio, A Vinciarelli",2004,ieeexplore.ieee.org,438,25
544,[PDF] Smoothed Bloom filter language models: Tera-scale LMs on the cheap,… on Empirical Methods in Natural Language …,"D Talbot, M Osborne",2007,aclanthology.org,90,10
545,Language models for image captioning: The quirks and what works,arXiv preprint arXiv …,"J Devlin, H Cheng, H Fang, S Gupta, L Deng…",2015,arxiv.org,323,15
546,Improved backing-off for m-gram language modeling,"… conference on acoustics,  speech,  and signal …","R Kneser, H Ney",1995,ieeexplore.ieee.org,2264,8
547,Using the output embedding to improve language models,arXiv preprint arXiv:1608.05859,"O Press, L Wolf",2016,arxiv.org,729,8
548,Regularizing and optimizing LSTM language models,arXiv preprint arXiv:1708.02182,"S Merity, NS Keskar, R Socher",2017,arxiv.org,1252,5
549,[PDF] Statistical language models based on neural networks,"Presentation at Google,  Mountain View,  2nd April",T Mikolov,2012,fit.vutbr.cz,901,1
550,"Correcting Challenging Finnish Learner Texts With Claude, GPT-3.5 and GPT-4 Large Language Models",Proceedings of the Ninth Workshop on Noisy and User …,M Creutz,2024,aclanthology.org,0,1
551,Natural language modeling for phoneme-to-text transcription,IEEE Transactions on Pattern …,"AM Derouault, B Merialdo",1986,ieeexplore.ieee.org,168,13
552,[PDF] MEASURING AND MITIGATING HALLUCINATIONS IN LARGE LANGUAGE MODELS: AMULTIFACETED APPROACH,,X Amatriain,2024,amatriain.net,0,1
553,Probabilistic top-down parsing and language modeling,Computational linguistics,B Roark,2001,direct.mit.edu,434,16
554,DEEP-ICL: Definition-Enriched Experts for Language Model In-Context Learning,arXiv preprint arXiv …,"X Qu, Y Liang, Y Wang, T Zheng, T Yue, L Ma…",2024,arxiv.org,0,1
555,What BERT is not: Lessons from a new suite of psycholinguistic diagnostics for language models,Transactions of the Association for Computational …,A Ettinger,2020,direct.mit.edu,605,12
556,[PDF] Generalized algorithms for constructing statistical language models,… of the 41st Annual Meeting of the …,"C Allauzen, M Mohri, B Roark",2003,aclanthology.org,167,6
557,A tree-based statistical language model for natural language speech recognition,IEEE Transactions on …,"LR Bahl, PF Brown, PV De Souza…",1989,ieeexplore.ieee.org,516,5
558,"Corpus structure, language models, and ad hoc information retrieval",Proceedings of the 27th annual international ACM …,"O Kurland, L Lee",2004,dl.acm.org,198,11
559,Keep calm and explore: Language models for action generation in text-based games,arXiv preprint arXiv …,"S Yao, R Rao, M Hausknecht, K Narasimhan",2020,arxiv.org,91,5
560,[PDF] Language Model Adaptation for Statistical Machine Translation Based on Information Retrieval.,,"M Eck, S Vogel, A Waibel",lrec,conf.org,90,13
561,Investigating transferability in pretrained language models,arXiv preprint arXiv …,"A Tamkin, T Singh, D Giovanardi…",2020,arxiv.org,42,6
562,ClinicalMamba: A Generative Clinical Language Model on Longitudinal Clinical Notes,arXiv preprint arXiv:2403.05795,"Z Yang, A Mitra, S Kwon, H Yu",2024,arxiv.org,0,1
563,Query expansion using term relationships in language models for information retrieval,Proceedings of the 14th ACM …,"J Bai, D Song, P Bruza, JY Nie, G Cao",2005,dl.acm.org,259,21
564,[PDF] Reading level assessment using support vector machines and statistical language models,… of the 43rd annual meeting of the …,"SE Schwarm, M Ostendorf",2005,aclanthology.org,432,9
565,An artificial intelligence language model can improve readability of burns first aid information,Burns,AJ Baldwin,2024,Elsevier,0,1
566,An empirical study of smoothing techniques for language modeling,Computer Speech & Language,"SF Chen, J Goodman",1999,Elsevier,4346,34
567,[PDF] Cluster-based language models for distributed retrieval,Proceedings of the 22nd annual international ACM …,"J Xu, WB Croft",1999,dl.acm.org,399,7
568,On structuring probabilistic dependences in stochastic language modelling,Computer Speech & Language,"H Ney, U Essen, R Kneser",1994,Elsevier,927,6
569,KAUCUS-Knowledgeable User Simulators for Training Large Language Models,Proceedings of the 1st Workshop on Simulating …,K Dhole,2024,aclanthology.org,0,1
570,Stealing Part of a Production Language Model,arXiv preprint arXiv …,"N Carlini, D Paleka, KD Dvijotham, T Steinke…",2024,arxiv.org,0,1
571,Identifying textual disinformation using Large Language Models,Proceedings of the 2024 ACM SIGIR Conference on …,M Ernst,2024,dl.acm.org,0,1
572,[PDF] Evaluating large language models for the tasks of PoS tagging within the Universal Dependency framework,… of the 16th International Conference on …,"M Machado, E Ruiz",2024,aclanthology.org,0,1
573,Unilmv2: Pseudo-masked language models for unified language model pre-training,International …,"H Bao, L Dong, F Wei, W Wang…",2020,proceedings.mlr.press,358,8
574,[PDF] Safety and Accountability for Large Language Model Use in HRI,,"CT Chang, B Hayes",cairo,lab.com,0,1
575,Using language models for information retrieval,,D Hiemstra,2001,research.utwente.nl,626,9
576,Open Source Large Language Models in Action: A Bioinformatics Chatbot for PRIDE database,,"J Bai, S Kamatchinathan, DJ Kundu, C Bandla…",2024,essopenarchive.org,0,1
577,[PDF] CorpusNÓS: A massive Galician corpus for training large language models,Proceedings of the …,I de,2024,aclanthology.org,0,1
578,What do RNN language models learn about filler-gap dependencies?,arXiv preprint arXiv:1809.00042,"E Wilcox, R Levy, T Morita, R Futrell",2018,arxiv.org,170,7
579,Two-stage language models for information retrieval,Proceedings of the 25th annual international ACM …,"CX Zhai, J Lafferty",2002,dl.acm.org,272,16
580,A study of smoothing methods for language models applied to information retrieval,ACM Transactions on Information Systems (TOIS),"C Zhai, J Lafferty",2004,dl.acm.org,1596,13
581,Revisiting pre-trained models for Chinese natural language processing,arXiv preprint arXiv …,"Y Cui, W Che, T Liu, B Qin, S Wang, G Hu",2020,arxiv.org,621,6
582,Unifying visual-semantic embeddings with multimodal neural language models,arXiv preprint arXiv:1411.2539,"R Kiros, R Salakhutdinov, RS Zemel",2014,arxiv.org,1625,8
583,"BERT has a mouth, and it must speak: BERT as a Markov random field language model",arXiv preprint arXiv:1902.04094,"A Wang, K Cho",2019,arxiv.org,342,4
584,Enabling language models to fill in the blanks,arXiv preprint arXiv:2005.05339,"C Donahue, M Lee, P Liang",2020,arxiv.org,183,9
585,Joint language and translation modeling with recurrent neural networks,Proc. of EMNLP,"M Auli, M Galley, C Quirk, G Zweig",2013,microsoft.com,356,8
586,[HTML] Understanding latent affective bias in large pre-trained neural language models,Natural Language …,"A Kadan, P Deepak, S Bhadra, MP Gangan…",2024,Elsevier,0,1
587,Unsupervised prompt learning for vision-language models,arXiv preprint arXiv:2204.03649,"T Huang, J Chu, F Wei",2022,arxiv.org,92,2
588,A comprehensive survey on word representation models: From classical to state-of-the-art word representation language models,Resource Language …,"U Naseem, I Razzak, SK Khan, M Prasad",2021,dl.acm.org,178,10
589,Adapt or get left behind: Domain adaptation through BERT language model finetuning for aspect-target sentiment classification,arXiv preprint arXiv:1908.11860,"A Rietzler, S Stabinger, P Opitz, S Engl",2019,arxiv.org,241,4
590,[PDF] Exploiting syntactic structure for language modeling,COLING 1998 Volume 1: The 17th …,"C Chelba, F Jelinek",1998,aclanthology.org,279,17
591,Biden vs trump: modeling us general elections using bert language model,IEEE access,"R Chandra, R Saini",2021,ieeexplore.ieee.org,26,2
592,Explaining Pre-Trained Language Models with Attribution Scores: An Analysis in Low-Resource Settings,arXiv preprint arXiv:2403.05338,"W Zhou, H Adel, H Schuff, NT Vu",2024,arxiv.org,0,1
593,Enhanced User Interaction in Operating Systems through Machine Learning Language Models,arXiv preprint arXiv:2403.00806,"C Zhang, W Lu, C Ni, H Wang, J Wu",2024,arxiv.org,0,1
594,… -18.1 μJ/Token Homogeneous DNN-Transformer/Spiking-Transformer Processor with Big-Little Network and Implicit Weight Generation for Large Language Models,2024 IEEE International …,"S Kim, S Kim, W Jo, S Kim, S Hong…",2024,ieeexplore.ieee.org,0,1
595,Natural Language Interface Enhanced Camera Using Large Language Models,,"K Wang, W Hong, L Wei",2024,tdcommons.org,0,1
596,[PDF] Mining Training Data for Language Modeling Across the World's Languages.,,"M Prasad, T Breiner, D van Esch",isca,archive.org,11,3
597,Leveraging Text-to-Text Pretrained Language Models for Question Answering in Chemistry,ACS Omega,"D Tran, L Pascazio, J Akroyd, S Mosbach, M Kraft",2024,ACS Publications,1,1
598,W2v-bert: Combining contrastive learning and masked language modeling for self-supervised speech pre-training,2021 IEEE Automatic …,"YA Chung, Y Zhang, W Han, CC Chiu…",2021,ieeexplore.ieee.org,275,6
599,"Mastering Text, Code and Math Simultaneously via Fusing Highly Specialized Language Models",arXiv preprint arXiv …,"N Ding, Y Chen, G Cui, X Lv, R Xie, B Zhou…",2024,arxiv.org,0,1
600,Masked Thought: Simply Masking Partial Reasoning Steps Can Improve Mathematical Reasoning Learning of Language Models,arXiv preprint arXiv …,"C Chen, X Wang, TE Lin, A Lv, Y Wu, X Gao…",2024,arxiv.org,0,1
601,Supervised language modeling for temporal resolution of texts,Proceedings of the 20th ACM …,"A Kumar, M Lease, J Baldridge",2011,dl.acm.org,59,6
602,Boosting Robot Intelligence in Practice: Enhancing Robot Task Planning with Large Language Models,2023 8th International …,"Y Zhang, Z Wang, S Zhang, Y Peng…",2023,ieeexplore.ieee.org,0,1
603,Comparative Analysis of Automatic Literature Review Using Mistral Large Language Model and Human Reviewers,,"HC Tsai, YF Huang, CW Kuo",2024,researchsquare.com,0,1
604,Combining Naive Bayes and n-Gram Language Models for Text Classification,European Conference on Information Retrieval,"F Peng, D Schuurmans",2003,Springer,272,14
605,"Abductive reasoning with the GPT-4 language model: Case studies from criminal investigation, medical practice, scientific research",Sistemi intelligenti,R Pareschi,2023,rivisteweb.it,4,3
606,EXPLORING LARGE LANGUAGE MODELS FOR THE EDUCATION OF INDIVIDUALS WITH COGNITIVE IMPAIRMENTS,INTED2024 Proceedings,"A Fiora, F Piferi, P Crovari, F Garzotto",2024,library.iated.org,0,1
607,Automated Generation of Hospital Discharge Summaries Using Clinical Guidelines and Large Language Models,… Foundation Models,"S Ellershaw, C Tomlinson, OE Burton…",2024,openreview.net,0,1
608,[PDF] A new string-to-dependency machine translation algorithm with a target dependency language model,08: HLT,"L Shen, J Xu, R Weischedel",2008,aclanthology.org,332,12
609,Dependence language model for information retrieval,… of the 27th annual international ACM …,"J Gao, JY Nie, G Wu, G Cao",2004,dl.acm.org,356,10
610,Ernie 3.0: Large-scale knowledge enhanced pre-training for language understanding and generation,arXiv preprint arXiv …,"Y Sun, S Wang, S Feng, S Ding, C Pang…",2021,arxiv.org,302,3
611,Socio-cultural adapted chatbots: Harnessing Knowledge Graphs and Large Language Models for enhanced context awarenes,… AI: Language Attitudes …,"JC de Sá, D Anastasiou, M Da Silveira…",2024,aclanthology.org,0,1
612,Model-based feedback in the language modeling approach to information retrieval,Proceedings of the tenth international conference on …,"C Zhai, J Lafferty",2001,dl.acm.org,950,18
613,Mask-predict: Parallel decoding of conditional masked language models,arXiv preprint arXiv …,"M Ghazvininejad, O Levy, Y Liu…",2019,arxiv.org,478,6
614,Language modeling for soft keyboards,Proceedings of the 7th …,"J Goodman, G Venolia, K Steury, C Parker",2002,dl.acm.org,209,11
615,Relevance-based language models,ACM SIGIR Forum,"V Lavrenko, WB Croft",2017,dl.acm.org,2119,20
616,ArabianGPT: Native Arabic GPT-based Large Language Model,,"A Koubaa, A Ammar, L Ghouti, O Necar, S Sibaee",2024,europepmc.org,0,1
617,Data Anonymization for Privacy-Preserving Large Language Model Fine-Tuning on Call Transcripts,… to Language Data …,"S Gardiner, T Habib, K Humphreys…",2024,aclanthology.org,0,1
618,Federated learning meets natural language processing: A survey,arXiv preprint arXiv …,"M Liu, S Ho, M Wang, L Gao, Y Jin, H Zhang",2021,arxiv.org,59,2
619,Language-agnostic BERT sentence embedding,arXiv preprint arXiv …,"F Feng, Y Yang, D Cer, N Arivazhagan…",2020,arxiv.org,654,6
620,MoAI: Mixture of All Intelligence for Large Language and Vision Models,arXiv preprint arXiv:2403.07508,"BK Lee, B Park, CW Kim, YM Ro",2024,arxiv.org,0,1
621,Transforming Competition into Collaboration: The Revolutionary Role of Multi-Agent Systems and Language Models in Modern Organizations,arXiv preprint arXiv:2403.07769,CJX Cruz,2024,arxiv.org,0,1
622,Self-Refinement of Language Models from External Proxy Metrics Feedback,arXiv preprint arXiv …,"K Ramji, YS Lee, RF Astudillo, MA Sultan…",2024,arxiv.org,0,1
623,scELMo: Embeddings from Language Models are Good Learners for Single-cell Data Analysis,bioRxiv,"T Liu, T Chen, W Zheng, X Luo, H Zhao",2023,biorxiv.org,0,1
624,Commonsense knowledge mining from pretrained models,… methods in natural language …,"J Davison, J Feldman, AM Rush",2019,aclanthology.org,296,4
625,Socratic models: Composing zero-shot multimodal reasoning with language,arXiv preprint arXiv …,"A Zeng, M Attarian, B Ichter, K Choromanski…",2022,arxiv.org,311,4
626,[PDF] How To Choose Training Set for Language Modeling,,"H Zhang, B Xu, T Huang",isca,archive.org,4,1
627,USING LARGE LANGUAGE MODELS (LLMS) TO DEVELOP AN EDUCATIONAL APP FOR GENDER BASED VIOLENCE,INTED2024 Proceedings,"Z Qureshi, I Zualkernan",2024,library.iated.org,0,1
628,Affect-lm: A neural language model for customizable affective text generation,arXiv preprint arXiv …,"S Ghosh, M Chollet, E Laksana, LP Morency…",2017,arxiv.org,215,12
629,[PDF] A language model approach to keyphrase extraction,Proceedings of the ACL 2003 workshop on …,"T Tomokiyo, M Hurst",2003,aclanthology.org,409,9
630,Dior-CVAE: Pre-trained Language Models and Diffusion Priors for Variational Dialog Generation,Findings of the Association for …,"T Yang, T Tran, I Gurevych",2023,aclanthology.org,0,1
631,[PDF] Facilitating Threat Modeling by Leveraging Large Language Models,,"I Elsharef, Z Zeng, Z Gu",ndss,symposium.org,0,1
632,TOWARDS USING LARGE LANGUAGE MODELS TO AUTOMATICALLY GENERATE READING COMPREHENSION ASSESSMENTS FOR EARLY GRADE READING …,INTED2024 Proceedings,"I Zualkernan, S Shapsough",2024,library.iated.org,0,1
633,A general language assistant as a laboratory for alignment,arXiv preprint arXiv …,"A Askell, Y Bai, A Chen, D Drain, D Ganguli…",2021,arxiv.org,197,4
634,IndoLEM and IndoBERT: A benchmark dataset and pre-trained language model for Indonesian NLP,arXiv preprint arXiv:2011.00677,"F Koto, A Rahimi, JH Lau, T Baldwin",2020,arxiv.org,174,7
635,Learning functional properties of proteins with language models,Nature Machine …,"S Unsal, H Atas, M Albayrak, K Turhan…",2022,nature.com,93,8
636,[PDF] Interaction-driven speech input: a data-driven approach to the capture of both local and global language constraints,ACM SIGCHI Bulletin,JR Bellegarda,1998,dl.acm.org,226,2
637,Log Exploration and Analytics Using Large Language Models,,H Bhaskar S,2023,tdcommons.org,0,1
638,Foreign Information Manipulation & Interference: A Large Language Model Perspective,,"B Bjurling, A Thore, S Riad",diva,portal.org,0,1
639,Syntax-based language models for statistical machine translation,Proceedings of Machine …,"E Charniak, K Knight, K Yamada",2003,aclanthology.org,231,10
640,[PDF] Efficient Language Modeling Algorithms with Applications to Statistical Machine Translation,,K Heafield,2013,Citeseer,15,8
641,"[PDF] Learning the protein language: Evolution, structure, and function",Cell systems,"T Bepler, B Berger",2021,cell.com,224,8
642,Xlnet: Generalized autoregressive pretraining for language understanding,Advances in neural …,"Z Yang, Z Dai, Y Yang, J Carbonell…",2019,proceedings.neurips.cc,8845,16
643,Identifying and reducing gender bias in word-level language models,arXiv preprint arXiv:1904.03035,"S Bordia, SR Bowman",2019,arxiv.org,284,9
644,A term weighted neural language model and stacked bidirectional LSTM based framework for sarcasm identification,IEEE Access,"A Onan, MA Toçoğlu",2021,ieeexplore.ieee.org,282,3
645,[BUCH] Language modeling for information retrieval,,"B Croft, J Lafferty",2003,books.google.com,450,6
646,[PDF] A language modeling approach to predicting reading difficulty,… of the human language …,K Collins,2004,aclanthology.org,331,14
647,Towards better decoding and language model integration in sequence to sequence models,arXiv preprint arXiv:1612.02695,"J Chorowski, N Jaitly",2016,arxiv.org,407,9
648,Low-resource taxonomy enrichment with pretrained language models,… in Natural Language …,"K Takeoka, K Akimoto, M Oyamada",2021,aclanthology.org,16,4
649,The Heuristic Core: Understanding Subnetwork Generalization in Pretrained Language Models,arXiv preprint arXiv:2403.03942,"A Bhaskar, D Friedman, D Chen",2024,arxiv.org,0,1
650,Large Language Models (LLMs) para calidad y estandarización de datos,,A Herrando Moraira,e,spacio.uned.es,0,1
651,Language model adaptation using mixtures and an exponentially decaying cache,1997 IEEE International …,"PR Clarkson, AJ Robinson",1997,ieeexplore.ieee.org,258,12
652,Videobert: A joint model for video and language representation learning,Proceedings of the …,"C Sun, A Myers, C Vondrick…",2019,openaccess.thecvf.com,1236,11
653,Zero-shot translation of attention patterns in vqa models to natural language,DAGM German Conference …,"L Salewski, AS Koepke, HPA Lensch…",2023,Springer,1,2
654,Large-scale analysis of counseling conversations: An application of natural language processing to mental health,Transactions of the Association for …,"T Althoff, K Clark, J Leskovec",2016,direct.mit.edu,318,19
655,[PDF] Using the web for language independent spellchecking and autocorrection,… in Natural Language …,"C Whitelaw, B Hutchinson, G Chung…",2009,aclanthology.org,207,16
656,"Document language models, query models, and risk minimization for information retrieval",Proceedings of the 24th annual international ACM …,"J Lafferty, C Zhai",2001,dl.acm.org,1111,23
657,"[HTML] The language of proteins: NLP, machine learning & protein sequences",Computational and Structural Biotechnology …,"D Ofer, N Brandes, M Linial",2021,Elsevier,211,6
658,Large scale discriminative training of hidden Markov models for speech recognition,Computer Speech & Language,"PC Woodland, D Povey",2002,Elsevier,564,26
659,Correcting language model outputs by editing salient layers,Findings of the …,"K Mishra, T Soliman, A Ramakrishna…",2024,aclanthology.org,0,1
660,[PDF] NLP4ReF: Requirements Classification and Forecasting: From Model-Based Design to Large Language Models,,"J Peer, Y Mordecai, Y Reich, WA Bellevue",,researchgate.net,0,1
661,Editing factual knowledge in language models,arXiv preprint arXiv:2104.08164,"N De Cao, W Aziz, I Titov",2021,arxiv.org,232,5
662,Contextual net: A multimodal vision-language model for segmentation of pneumothorax,Journal of Imaging Informatics in …,"Z Huemann, X Tie, J Hu, TJ Bradshaw",2024,Springer,3,2
663,[PDF] Forest rescoring: Faster decoding with integrated language models,Proceedings of the 45th annual meeting of …,"L Huang, D Chiang",2007,aclanthology.org,346,16
664,PromptKD: Unsupervised Prompt Distillation for Vision-Language Models,arXiv preprint arXiv …,"Z Li, X Li, X Fu, X Zhang, W Wang, J Yang",2024,arxiv.org,0,1
665,[PDF] Recognition of out-of-vocabulary words with sub-lexical language models.,,L Galescu,isca,archive.org,41,3
666,[PDF] Combination of recurrent neural networks and factored language models for code-switching language modeling,… of the 51st Annual Meeting of the …,"H Adel, NT Vu, T Schultz",2013,aclanthology.org,90,10
667,Adaptation of deep bidirectional multilingual transformers for Russian language,arXiv preprint arXiv:1905.07213,"Y Kuratov, M Arkhipov",2019,arxiv.org,380,5
668,"[PDF] "" Ranking of Large Language Model (LLM) Cultural Bias",,"S Huang, Y Mei, Y Wang, Z Yang, S Gong",,researchgate.net,0,1
669,HumBEL: A Human-in-the-Loop Approach for Evaluating Demographic Factors of Language Models in Human-Machine Conversations,… of the 18th Conference of the …,"A Sicilia, J Gates, M Alikhani",2024,aclanthology.org,0,1
670,A language modeling approach for temporal information needs,Advances in Information …,"K Berberich, S Bedathur, O Alonso…",2010,Springer,201,14
671,[HTML] xCAPT5: protein–protein interaction prediction using deep and wide multi-kernel pooling convolutional neural networks with protein language model,BMC bioinformatics,"TH Dang, TA Vu",2024,bmcbioinformatics.biomedcentral …,0,1
672,The Use of Large Language Models for Named Entity Recognition in Latin and Ancient Greek,"… ,  Date: 2024/01/29 …","M Beersmans, E de Graaf…",2024,lirias.kuleuven.be,0,1
673,WavCraft: Audio Editing and Generation with Large Language Models,,"J Liang, H Zhang, H Liu, Y Cao, Q Kong, X Liu…",… Large Language Model …,openreview.net,0,1
674,[PDF] Recurrent neural networks for language understanding.,,"K Yao, G Zweig, MY Hwang, Y Shi, D Yu",isca,archive.org,401,10
675,[PDF] Improving language understanding by generative pre-training,,"A Radford, K Narasimhan, T Salimans, I Sutskever",2018,mikecaptain.com,8602,19
676,Unsupervised query segmentation using generative language models and wikipedia,Proceedings of the 17th international conference on …,"B Tan, F Peng",2008,dl.acm.org,200,7
677,"Opportunities, challenges, and future directions of large language models, including ChatGPT in medical education: a systematic scoping review.",Journal of Educational Evaluation for Health …,"X Xu, Y Chen, J Miao",2024,europepmc.org,0,1
678,Encoder-decoder models can benefit from pre-trained masked language models in grammatical error correction,arXiv preprint arXiv …,"M Kaneko, M Mita, S Kiyono, J Suzuki, K Inui",2020,arxiv.org,144,7
679,Continuous sign language recognition: Towards large vocabulary statistical recognition systems handling multiple signers,Computer Vision and Image Understanding,"O Koller, J Forster, H Ney",2015,Elsevier,431,5
680,[PDF] Limitations of Large Language Models as Automatic Evaluators,,"R Stureborg, D Alikaniotis, Y Suhara",,southnlp.github.io,0,1
681,The bottom-up evolution of representations in the transformer: A study with machine translation and language modeling objectives,arXiv preprint arXiv:1909.01380,"E Voita, R Sennrich, I Titov",2019,arxiv.org,169,11
682,Promptsource: An integrated development environment and repository for natural language prompts,arXiv preprint arXiv …,"SH Bach, V Sanh, ZX Yong, A Webson, C Raffel…",2022,arxiv.org,229,10
683,InfoXLM: An information-theoretic framework for cross-lingual language model pre-training,arXiv preprint arXiv …,"Z Chi, L Dong, F Wei, N Yang, S Singhal…",2020,arxiv.org,289,8
684,Finetuned Multimodal Language Models Are High-Quality Image-Text Data Filters,arXiv preprint arXiv …,"W Wang, K Mrini, L Yang, S Kumar, Y Tian…",2024,arxiv.org,0,1
685,CURATRON: Complete Robust Preference Data for Robust Alignment of Large Language Models,prints,"NU Naresh, T Tulabandhula",2024,ui.adsabs.harvard.edu,0,1
686,The effect of aided language modeling on symbol comprehension and production in 2 preschoolers with autism,,"KDR Drager, VJ Postal, L Carrolus, M Castellano…",2006,ASHA,227,11
687,LangProp: A code optimization framework using Large Language Models applied to driving,,"S Ishida, G Corrado, G Fedoseev, H Yeo…",… Large Language Model …,openreview.net,0,1
688,A language modeling approach to information retrieval,ACM SIGIR Forum,"JM Ponte, WB Croft",2017,dl.acm.org,3940,29
689,[PDF] Predicting Learning Performance with Large Language Models: A Study in Adult Literacy,,"L Zhang, J Lin, C Borchers, J Sabatini, J Hollander…",,researchgate.net,0,1
690,Submission of Evidence to the House of Lords Communications and Digital Committee Inquiry into Large language models,,D McQuillan,2023,research.gold.ac.uk,0,1
691,Embedding-based query language models,Proceedings of the 2016 ACM international …,"H Zamani, WB Croft",2016,dl.acm.org,170,5
692,Dasher—a data entry interface using continuous gestures and language models,Proceedings of the 13th annual …,"DJ Ward, AF Blackwell, DJC MacKay",2000,dl.acm.org,448,14
693,Automatic Detection of Machine-Generated Text Using Pre-Trained Language Models,… 21st Annual Workshop of the Australasian Language …,Y Fang,2023,aclanthology.org,0,1
694,Malware classification with LSTM and GRU language models and a character-level CNN,2017 IEEE international …,"B Athiwaratkun, JW Stokes",2017,ieeexplore.ieee.org,280,7
695,Rt-2: Vision-language-action models transfer web knowledge to robotic control,arXiv preprint arXiv …,"A Brohan, N Brown, J Carbajal, Y Chebotar…",2023,arxiv.org,227,2
696,"Declarative data cleaning: Language, model, and algorithms",,"H Galhardas, D Florescu, D Shasha, E Simon, C Saita",2001,inria.hal.science,546,6
697,[PDF] Relevance Feedback and Personalization: A Language Modeling Perspective.,DELOS,"WB Croft, S Cronen",2001,Citeseer,191,6
698,Explain yourself! leveraging language models for commonsense reasoning,arXiv preprint arXiv …,"NF Rajani, B McCann, C Xiong, R Socher",2019,arxiv.org,457,4
699,[PDF] A Study on Dialogue Evaluation Metrics Utilizing Large Language Models,,"S Lee, D Jung, Y Hur",,hiai.korea.ac.kr,0,1
700,PEMANFAATAN LARGE LANGUAGE MODELS CHATGPT-4 UNTUK KONTROL DRONE: STUDI KASUS DJI TELLO,"Teknika STTKD: Jurnal Teknik,  Elektronik,  Engine",E Sofyan,2024,jurnal.sttkd.ac.id,0,1
701,Fine-tuning language models on dutch protest event tweets,Proceedings of the 7th …,"M Loerakker, L Müter, M Schraagen",2024,aclanthology.org,1,2
702,Statistical language models for information retrieval a critical review,Foundations and Trends® in Information Retrieval,CX Zhai,2008,nowpublishers.com,703,20
703,[PDF] Large Language Models as Generalizable Text-to-Table Systems,,"S Coyne, Y Dong",,anlp.jp,0,1
704,VLM-PL: Advanced Pseudo Labeling approach Class Incremental Object Detection with Vision-Language Model,arXiv preprint arXiv:2403.05346,"J Kim, Y Ku, J Kim, J Cha, S Baek",2024,arxiv.org,0,1
705,[PDF] Language independent authorship attribution with character level n-grams,10th Conference of the …,"F Peng, D Schuurmans, V Keselj…",2003,aclanthology.org,228,13
706,"GeoGPT, the large earth science language model system",,J Wang,2024,meetingorganizer.copernicus.org,0,1
707,Vl-adapter: Parameter-efficient transfer learning for vision-and-language tasks,Proceedings of the IEEE/CVF …,"YL Sung, J Cho, M Bansal",2022,openaccess.thecvf.com,211,6
708,Distribution of content words and phrases in text and language modelling,Natural language engineering,SM Katz,1996,cambridge.org,364,7
709,Using natural-language knowledge sources in speech recognition,Computational Models of Speech Pattern Processing,RC Moore,1999,Springer,291,7
710,[PDF] Enhancing the TED-LIUM corpus with selected data for language modeling and more TED talks.,LREC,"A Rousseau, P Deléglise, Y Esteve",2014,academia.edu,319,6
711,Estimation of probabilities from sparse data for the language model component of a speech recognizer,"IEEE transactions on acoustics,  speech,  and signal …",S Katz,1987,ieeexplore.ieee.org,2811,12
712,Fitting German into N-gram language models,International Conference on Text …,"R Hecht, J Riedler, G Backfried",2002,Springer,10,8
713,Passage retrieval based on language models,Proceedings of the eleventh international conference …,"X Liu, WB Croft",2002,dl.acm.org,267,10
714,Improvements to BM25 and language models examined,Proceedings of the 19th Australasian …,"A Trotman, A Puurula, B Burgess",2014,dl.acm.org,211,6
715,Librispeech: an asr corpus based on public domain audio books,2015 IEEE international …,"V Panayotov, G Chen, D Povey…",2015,ieeexplore.ieee.org,5848,12
716,Exploiting cloze questions for few shot text classification and natural language inference,arXiv preprint arXiv:2001.07676,"T Schick, H Schütze",2020,arxiv.org,1223,7
717,Masked language modeling and the distributional hypothesis: Order word matters pre-training for little,arXiv preprint arXiv …,"K Sinha, R Jia, D Hupkes, J Pineau, A Williams…",2021,arxiv.org,201,5
718,Aggregate and mixed-order Markov models for statistical language processing,lg/9706007,"L Saul, F Pereira",1997,arxiv.org,258,11
719,-Puzzle: A Cost-Efficient Testbed for Benchmarking Reinforcement Learning Algorithms in Generative Language Model,arXiv preprint arXiv …,"Y Zhang, L Chen, B Liu, Y Yang, Q Cui, Y Tao…",2024,arxiv.org,0,1
